Badger Maps (Standard)	https://www.badgermapping.com	Marketing and Sales	shared-domain
BankSync	https://banksync.io	Finance and Trading
Bauta	https://bauta.app	Development Tools
BIA Edge	https://biaedge.com	Legal
BidPrime	https://www.bidprime.com	Government and Nonprofit
Bigmind	https://bigmind.ai	Marketing and Sales
BirdyChat	https://www.birdy.chat	Communication
Bitrefill	https://www.bitrefill.com	Finance and Trading
Black Duck Security Scanner	https://www.blackduck.com/signal-ai-appsec.html	Security	Black Duck Signal product page
Bloom Profit Analytics	https://www.bloomanalytics.io	Data and Analytics
Boomerang	https://boomerangme.com	Marketing and Sales	vendor brand is Boomerangme
Brandi AI	https://mybrandi.ai	SEO and Web
Buddy Punch	https://buddypunch.com	Productivity
Buildfire	https://buildfire.com	Development Tools
byrdAI	https://www.getbyrd.com	Marketing and Sales	vendor is byrd; exact tagline match
Cala	https://www.cala.ai	Data and Analytics
Calendesk - Appointment scheduling software	https://calendesk.com	Calendar and Scheduling
Carbon Voice	https://www.getcarbon.app	Productivity
CardoAI ABF MCP	https://cardoai.com	Finance and Trading
Casepoint	https://www.casepoint.com	Legal
Cashfeed	https://www.cashfeed.com	Finance and Trading
Catalyst by Zoho	https://catalyst.zoho.com	Cloud and Infrastructure
Catchr MCP	https://www.catchr.io	Data and Analytics
CE Cosmos Deep Dive	https://www.consumeredge.com	Data and Analytics	shared-domain; no Cosmos product page found
CE Cosmos Signal	https://www.consumeredge.com	Data and Analytics	shared-domain; no Cosmos product page found
Celigo	https://www.celigo.com	Automation and Integration
CertScore.ai	https://certscore.ai	Security
Checkin	https://www.checkinevent.com	Ticketing and Events	Norwegian event registration platform (Checkin.no)
CISOGenie	https://www.cisogenie.com	Security
Civic Marketplace	https://www.civicmarketplace.com	Government and Nonprofit
Civitatis	https://www.civitatis.com	Travel
ClickFunnels	https://www.clickfunnels.com	Marketing and Sales
Clockwork	https://www.clockwork.app	Finance and Trading
Closai	https://closai.io	Lifestyle and Local	Digital closet / personal inventory app
Cloverleaf	https://cloverleaf.me	Productivity
Coconut Context	https://coconut.dev	AI and ML
Coevera	https://www.coevera.com	Marketing and Sales	Formerly Pipeliner CRM
Coffee & Contracts	https://coffeecontracts.com	Marketing and Sales
Collation MCP Server	https://collation.ai	Finance and Trading
Commercient Data Lake \ Data Hub	https://www.commercient.com/data-replication/data-lake	Data and Analytics	Data Lake product page; no separate Data Hub page
Common Paper	https://commonpaper.com	Legal
Companion.energy	https://companion.energy	Data and Analytics	Enterprise energy management platform; no energy category in list
Company Registry Lookup	https://registry-lookup.com	Data and Analytics
Comscore	https://www.comscore.com	Data and Analytics
Conductor MCP	https://www.conductor.com	SEO and Web
Conduit	https://www.conduit.ai	Customer Support
Connect The Dots	https://ctd.ai	Marketing and Sales
ConoHa VPS	https://vps.conoha.jp	Cloud and Infrastructure	GMO ConoHa VPS product site
Context Switcher	https://reasoning.services/tools/context-switcher	AI and ML
ContextSMS MCP	https://www.sabrhub.com/products/contextsms	Communication	Vendor is Sabrhub
Contractors Cloud	https://contractorscloud.com	Marketing and Sales
Controlle	https://controlle.com	Finance and Trading
Convoke	https://www.convoke.bio	Healthcare and Life Sciences
Cortena FinOps	https://www.cortena.ai	Finance and Trading	payables product page at /product/payables
Country Club for Business	https://country.club	Marketing and Sales	B2B curated-dinner/sponsorship company
Courrt	UNVERIFIED	Legal	two searches returned only govt eCourts portals and unrelated Indian legal-AI vendors; no site named Courrt found
Coverbase	https://www.coverbase.com	Security
Craft.io	https://craft.io	Project Management
Credits.fm	https://credits.fm	Entertainment
Crisphive	https://crisphive.com	Calendar and Scheduling
Cryotos	https://www.cryotos.com	Project Management
CurrencyGuard	https://www.currencyguard.com	Finance and Trading
D-Tools Cloud	https://www.d-tools.com/d-tools-cloud-features	Project Management	product-specific page; vendor also sells System Integrator
Daily Command	https://doceree.com/daily-command	Marketing and Sales	product page under vendor Doceree
das Programm	https://das-programm.io	Project Management
Databox	https://databox.com	Data and Analytics
Datalastic	https://datalastic.com	Data and Analytics
Dataslayer mcp	https://www.dataslayer.ai	Data and Analytics
Decube	https://www.decube.io	Data and Analytics
DeepJudge	https://www.deepjudge.ai	Legal
Descope for Claude	https://www.descope.com	Security	MCP-auth product page at /mcp-auth
DirectCase Legal Search	https://www.directcase.ai	Legal
DocCheck Flexikon	https://flexikon.doccheck.com	Healthcare and Life Sciences	product subdomain of DocCheck
Docfarm	https://doc.farm	Documents and Files
DocketBird	https://www.docketbird.com	Legal
Domino's India	https://www.dominos.co.in	Lifestyle and Local
Domus	UNVERIFIED	Lifestyle and Local	only MCP endpoint api.getdomus.app found via Glama listing; no vendor homepage confirmed
DOST	https://www.dost.io	Finance and Trading
Dover	https://www.dover.com	Jobs
Dovetail Regulatory	https://www.withdovetail.com	Healthcare and Life Sciences
draw.io	https://www.drawio.com	Design and Creative
Dreamdata	https://dreamdata.io	Marketing and Sales
Driggsby	https://driggsby.com	Finance and Trading
Drivepoint	https://www.drivepoint.ai	Finance and Trading
Druva MCP	https://www.druva.com	Cloud and Infrastructure
ecoExperten Energieausweis	https://ecoexperten.com	Lifestyle and Local	shared-domain
Elfcare	https://elf.care	Healthcare and Life Sciences
Endlss	https://getendlss.com	Marketing and Sales
Epicure	https://epicure.kaikaku.ai	Lifestyle and Local
Evaneos	https://www.evaneos.com	Travel
Eventrise	https://eventrise.com	Ticketing and Events
Everly for Vendors	https://everly.so/for-vendors	Lifestyle and Local
Exact Online AI Connect, by iWebDevelopment	https://www.iwebdevelopment.com/en/exact-online/ai-mcp-connector	Finance and Trading
Exaforce	https://www.exaforce.com	Security
Exchange Server by Postgate AI	UNVERIFIED	Communication	only MCP endpoint mcp.postgate-ai.com found via Glama listing; no vendor homepage found
ExpenseBot	https://www.expensebot.ai	Finance and Trading
Expensify	https://www.expensify.com	Finance and Trading
Ezoic Analytics	https://www.ezoic.com/big-data-analytics	Data and Analytics
Ezoic Setup	https://www.ezoic.com/integration	SEO and Web	integration page; no dedicated AI Setup Assistant page found
Feedier	https://www.feedier.ai	Customer Support
FGO.ro	https://www.fgo.ro	Finance and Trading
Fingerprint	https://fingerprint.com	Security
Finhay	https://www.finhay.com.vn	Finance and Trading
Firmenbuch	https://www.agentic-firmenbuch.at	Data and Analytics
Flaim Fantasy	https://flaim.app	Entertainment
Fleks Workforce Management	https://www.fleks.works	Productivity
Flockjay	https://flockjay.com	Marketing and Sales
FlowGuideAI Assisted Documentation	https://www.flowguideai.com	Documents and Files
Flowla	https://www.flowla.com	Marketing and Sales
Folloze	https://www.folloze.com	Marketing and Sales
FormEdge	UNVERIFIED	Productivity	only FormsEdge (formsedge.com) found - name mismatch, not confirmed
FormHug AI	https://formhug.ai	Productivity
Four/Four	https://fourfour.ai	Data and Analytics
FRAMEN	https://www.framen.com	Marketing and Sales
FreqBlog Music Metadata	https://freqblog.com	Entertainment
Freshdi	https://freshdi.com	Marketing and Sales
Futrumi	https://futrumi.cz	Lifestyle and Local
Geekbot	https://geekbot.com	Productivity
Gentek Reg Agent	https://www.gentekai.com/mcp-server	Finance and Trading	product-specific page
Get My eSIM	https://www.getmyesim.com	Travel
GetAccept	https://www.getaccept.com	Marketing and Sales
GIS Cloud	https://www.giscloud.com	Data and Analytics
GitBook MCP	https://www.gitbook.com	Development Tools
Givebutter	https://givebutter.com	Government and Nonprofit
GoodTime	https://goodtime.io	Jobs
Govly	https://www.govly.com	Government and Nonprofit
Grammaropolis	https://grammaropolis.com	Education
GrapesJS Studio	https://grapesjs.com	CMS and Web Building	shared-domain
Great Arrow Digital	https://www.greatarrow.ai	AI and ML	vendor site is GreatArrow.ai; tagline matches
Grip Event Organiser	https://www.grip.events	Ticketing and Events
GuideBeam	https://www.guidebeam.com	Jobs
Haloo Trademark Clearance	https://haloo.ai	Legal
HANKOOKILBO MCP	https://www.hankookilbo.com	Entertainment	Korean daily newspaper
Happening Events Milwaukee	UNVERIFIED	Ticketing and Events	two searches; no vendor site for a Milwaukee-specific "Happening" events product
HappyScribe	https://www.happyscribe.com	Productivity
Hello Retail	https://helloretail.com	Marketing and Sales
Hero by Vivun	https://www.meethero.ai	Marketing and Sales
Hgraph	https://hgraph.com	Data and Analytics
Hi Energy	https://www.hienergy.ai	Marketing and Sales
Hindsight	https://www.usehindsight.com	Marketing and Sales
HitPay	https://hitpayapp.com	Finance and Trading
Hitsteps Web Analytics	https://www.hitsteps.com	Data and Analytics
Hjarni notes	https://hjarni.com	Productivity
HoneyBook	https://www.honeybook.com	Marketing and Sales
HYPD AI Ads	https://www.hypd.ai	Marketing and Sales
IBI SMART	https://www.ibi.co.il/en/solutions/trading/ibi-capital-markets	Finance and Trading	product page on IBI (Israel Brokerage and Investments) site
Iceflower	https://iceflower.ai	Data and Analytics
Ideals	https://www.idealsvdr.com	Documents and Files
Infobip Documentation	https://www.infobip.com/docs	Development Tools
Infollion	https://www.infollion.com	Research and Academic
InfStones Blockchain Intelligence	https://infstones.com	Finance and Trading
Intelas	https://intelas.com	Data and Analytics
Interfy	https://interfy.io	Documents and Files
Interior Company	https://www.interiorcompany.com/ai-interior-design	Design and Creative
It's Complicated — Therapist Directory	https://complicated.life	Healthcare and Life Sciences
JamBase	https://www.jambase.com	Ticketing and Events
Jiminny	https://jiminny.com	Marketing and Sales
Joan AI (Joan Workplace management Agent)	https://getjoan.com	Productivity
JobTread	https://www.jobtread.com	Project Management
JupiterOne	https://www.jupiterone.com	Security
JusticeNow Library	https://justicenow.ai	Legal
KANNA	https://lp.kanna4u.com	Project Management	Aldagram Inc. product site; www.kanna4u.com is the web app
Kantata OX Expertise Engine	https://www.kantata.com	Project Management	shared-domain
Karumi	https://www.karumi.ai	Marketing and Sales
Kavara Kirk	https://kavara.ai	AI and ML
Kayse for Claude	https://kayse.ai	Legal
Kernel	https://www.kernel.sh	Cloud and Infrastructure
KEY ESG (Private Equity)	https://www.keyesg.com/solutions/fund-manager-platform	Data and Analytics
KEY ESG (Standalone)	https://www.keyesg.com/solutions/company-platform	Data and Analytics
Keynodex Memory	https://keynodex.com/memory	AI and ML
Keyword Tool Pro	https://keywordtool.io/pro	SEO and Web
Kick	https://www.kick.co	Finance and Trading
Klubbrabatten	https://klubbrabatten.se	Lifestyle and Local
Komplyt Zero	https://www.kompl.yt/zero	AI and ML
Laki.ai	https://laki.ai	Legal
Lanlan	https://lanlan.site	CMS and Web Building
Latchel MCP	https://latchel.com	Project Management
LawToolBox MCP	https://lawtoolbox.com	Legal
LawVu	https://lawvu.com	Legal
Layers	https://www.uselayers.com	Marketing and Sales
Leadrat Real Estate CRM	https://leadrat.com	Marketing and Sales
LedgerHQ	UNVERIFIED	Finance and Trading	no bookkeeping vendor named LedgerHQ found; LedgerHQ is the crypto hardware-wallet org (ledger.com), not this product
LedgerMCP	https://ledgermcp.com	Finance and Trading
LegalInk AI — Inka	https://legalink.co.in	Legal
Lev for Claude	https://www.lev.com	Finance and Trading
Levitate	https://www.levitate.ai	Marketing and Sales
Librari	https://www.thelibrari.com	Legal
LimaCharlie	https://limacharlie.io	Security
Limodia	https://www.limodia.com	Travel	vendor site is the limo/chauffeur booking platform
Litmus MCP	https://litmus.io/litmus-edge	Cloud and Infrastructure
Logimu Shopping	https://www.logimu.com/shopping-mcp	Data and Analytics
Longbridge	https://longbridge.com	Finance and Trading
Loop Returns	https://www.loopreturns.com	Customer Support
magicplan	https://magicplan.app	Design and Creative
MailerSend	https://www.mailersend.com	Communication
Markifact	https://www.markifact.com	Marketing and Sales	vendor also uses markifact.ai
Matchory	https://matchory.com	Data and Analytics
Meilleurtaux	https://www.meilleurtaux.com	Finance and Trading
Mention Me	https://www.mention-me.com	Marketing and Sales
Meta Ads by Windsor.ai	https://windsor.ai/connect/facebook-ads-mcp	Marketing and Sales
MetricDuck	https://www.metricduck.com	Finance and Trading
Milan Metro Status	UNVERIFIED	Travel	no vendor page found; only official ATM Milano transit site, which is not this connector
Mindy	https://getmindy.ai	Government and Nonprofit
Minhas Economias	https://minhaseconomias.com.br	Finance and Trading
Miss U More	UNVERIFIED	Communication	ambiguous; several similarly named "miss you" apps, none matching this exact product
Mnemom	https://www.mnemom.ai	Security
Mobile Text Alerts	https://mobile-text-alerts.com	Marketing and Sales
MongoDB Atlas	https://www.mongodb.com/products/platform/atlas-database	Cloud and Infrastructure
Moody's Credit MCP	https://www.moodys.com/web/en/us/capabilities/credit-risk.html	Finance and Trading	credit-risk capabilities page; no dedicated MCP landing page found
Moody's Growth & Strategy	https://www.moodys.com/web/en/us/solutions/business-intelligence/data-for-sales-and-marketing.html	Marketing and Sales	product page for "Moody's for Growth and Strategy" (vendor brochure points here)
Motion4Rent	https://www.motion4rent.com	Travel
Motive MCP	https://motivehq.com	CMS and Web Building
mrmarket.ai	https://mrmarket.ai	Finance and Trading
Nausika	https://nausika.app	Travel
NetExplorer	https://www.netexplorer.fr	Documents and Files
Newsflash	https://newsflash.sh	Data and Analytics
Nextatlas	https://www.nextatlas.com	Data and Analytics
Ninjo	UNVERIFIED	Marketing and Sales	startup "Ninjō" confirmed via employee profiles (AI DM/WhatsApp sales agents, Buenos Aires) but no official homepage found
nordata.io	https://nordata.io	Data and Analytics
Normal Framework	https://www.normal.dev	Automation and Integration
Norman Finance	https://norman.finance	Finance and Trading
Normhyra.ai	https://normhyra.ai	Data and Analytics
Norrsent - Agentic Risk Management & GRC	https://www.norrsent.com	Security
Notehub	https://blues.com/notehub	Cloud and Infrastructure	Blues Notehub
NyquistAI MedTech	https://nyquistai.com	Healthcare and Life Sciences	shared-domain; no standalone MedTech product page found
Offri	https://offri.nl	Marketing and Sales	vendor also listed as offri.io in third-party directories
Ofia: PDF & Document Creator	UNVERIFIED	Documents and Files	no vendor page found; "Ofia" hits are unrelated (French AI olympiad, US FDIC office)
Ollang	https://ollang.com	AI and ML
Omnivio Lens	https://www.omnivio.io	Data and Analytics	shared-domain
Oneteam	https://www.oneteam.io	Communication
Orca Scan	https://orcascan.com	Productivity
Orphex	https://orphex.co	Marketing and Sales
Osiro	https://osiro.app	Marketing and Sales	German GTM/funnel+CRM platform; distinct from OSIRO Inc (JP community SaaS)
OSuite	https://osuite.ai	Security
Otnox	https://otnox.com	Government and Nonprofit
Outset	https://outset.ai	Research and Academic
OWOX Data Marts	https://www.owox.com	Data and Analytics
Pace AI	https://www.pacehq.ai	Marketing and Sales
Paddock Finance	https://paddock.finance	Finance and Trading
PaidSync.ai	https://paidsync.ai	Marketing and Sales
Parker	https://heyparker.ai	Marketing and Sales
Patlytics	https://www.patlytics.ai	Legal
PayHero	https://www.payhero.co.nz	Finance and Trading
PEAK Account	https://peakaccount.com	Finance and Trading
Pearl	UNVERIFIED	Finance and Trading	multiple finance apps named Pearl; closest (joinpearlai.com) lacks the business+personal split
Pearler	https://pearler.com	Finance and Trading
Pemo	https://www.pemo.io	Finance and Trading
Perceptis	https://perceptis.ai	Documents and Files
Perspective: Funnel & Landing Page Builder	https://www.perspective.co	CMS and Web Building
PhotonCommerce	https://www.photoncommerce.com	Documents and Files
Pierview	https://pierview.ai	SEO and Web	AI-search visibility/citation tracking
Pingcore	https://pingcore.io	Cloud and Infrastructure
Plane	https://plane.so	Project Management
Platoon AI	https://www.pltn.ai	Research and Academic	expert-interview platform (pltn.ai)
POHODA – AI účtovný konektor od ÚčtoMost	UNVERIFIED	Finance and Trading	no vendor site found for "ÚčtoMost"; POHODA is Stormware's accounting suite with many third-party connectors
Point Hacks	https://www.pointhacks.com.au	Travel
PolicyNote	https://fiscalnote.com/products/policynote	Government and Nonprofit	FiscalNote product page
POMA Grill	https://www.poma-ai.com/products/grill	AI and ML
PontaHR	https://www.pontahr.com	Jobs
Popl	https://popl.co	Marketing and Sales
PosterMyWall	https://www.postermywall.com	Design and Creative
PostGrid	https://www.postgrid.com	Marketing and Sales
PredictLeads	https://predictleads.com	Data and Analytics
Pricewatcha	https://pricewatcha.com	Data and Analytics
Print.com	https://www.print.com	Design and Creative
PrivCo	https://www.privco.com	Finance and Trading
Profit.co MCP	https://www.profit.co	Project Management
Progus Subscriptions	https://progus.com	Marketing and Sales	shared-domain; app also listed at apps.shopify.com/progus-subscriptions
PttAVM	https://www.pttavm.com	Lifestyle and Local
Pushwoosh ManyMoney	https://www.pushwoosh.com	Marketing and Sales	vendor Pushwoosh; "ManyMoney" is not a separate product page
Pyplan	https://pyplan.com	Data and Analytics
Qmutator	https://qmutator.com	Data and Analytics	qmutator.com matches QFlow/product-feed description (distinct from qmutator.ai)
quran.ai	https://quran.ai	Education	by Quran Foundation / quran.com
Rally MCP	https://www.rallyuxr.com	Research and Academic	UX research platform; MCP page at /features/rally-mcp
RAMMP	https://www.rammp.com	Marketing and Sales
Rapidata	https://www.rapidata.ai	AI and ML
Ratehub Mortgage	https://www.ratehub.ca/mortgages	Finance and Trading	mortgage product page of multi-product Ratehub.ca
Rdash	https://rdash.ai	Project Management
Rebrandly	https://www.rebrandly.com	Marketing and Sales
Receiptor AI	https://receiptor.ai	Finance and Trading
Reclaim.ai	https://reclaim.ai	Calendar and Scheduling
RECOG	https://www.recog.works	Communication	Japanese-language employee recognition app by ThinkSmile
Redox	https://redoxengine.com	Healthcare and Life Sciences
Reevo	https://reevo.ai	Marketing and Sales
Reformat	https://reformatword.com	Legal	Word add-in by Cleveland R&D Limited
RelPro	https://relpro.com	Marketing and Sales
Remesh	https://www.remesh.ai	Research and Academic
Render	https://render.com	Cloud and Infrastructure
RepSpec	https://repspec.ai	Design and Creative	AI lighting specification platform
Resolve AI	https://resolve.ai	Observability and Monitoring
Reverse Contact	https://www.reversecontact.com	Marketing and Sales
Rezonant	https://rezonant.app	Project Management
Rhizome AI	https://rhizomeai.com	Healthcare and Life Sciences	life-sciences regulatory research
Rhythm Systems	https://www.rhythmsystems.com	Project Management
RiConnect	https://www.riconnect.tech	Security	OSHA/HSE compliance and asset lifecycle platform
Riley	https://www.askriley.io	Data and Analytics
Rimo Voice	https://rimo.app	Productivity
Rocketlane	https://www.rocketlane.com	Project Management
Rockhopper	https://www.rockhopper.co	Finance and Trading	spreadsheet audit/version control for finance teams
RothGPT	https://www.rothgpt.com	Finance and Trading
Routific	https://www.routific.com	Productivity
S&P - Deterministic Retrieval	https://kensho.com/solutions/llm-ready-api	Finance and Trading	Deterministic Retrieval is the Kensho LLM-ready API product page
S&P Global - Adaptive Retrieval	https://kensho.com/solutions/adaptive-retrieval	Finance and Trading
Safeguard	https://safeguard.sh	Security
Sanction Scanner	https://www.sanctionscanner.com	Finance and Trading
Savvly	https://www.savvly.com	Finance and Trading
Scholar Feed	https://www.scholarfeed.org	Research and Academic
Scispot.io	https://www.scispot.com	Healthcare and Life Sciences
Seltz	https://seltz.ai	AI and ML
Sendd MCP	https://www.sendd.store	CMS and Web Building	connector also covers Sendd Market, a separate site at sendd.market
Senzing	https://senzing.com	Data and Analytics
SEOcrawl AI	https://seocrawl.ai	SEO and Web
Sharable Link	https://sharable.link	Productivity
Shoptet	https://shoptet.cz	CMS and Web Building	Czech-language site
SiD Corp MCP	UNVERIFIED	Development Tools	vendor-level match only; unrelated same-named firm exists — downgraded at merge
Signara	https://getsignara.com	Data and Analytics
Simpliciter	https://simpliciter.ai	Legal
Simply.com public	https://www.simply.com	Cloud and Infrastructure
skilder	https://www.skilder.ai	AI and ML
Skipo	https://skipo.com	Finance and Trading
Sleekplan	https://sleekplan.com	Project Management
Slice	https://www.sliceglobal.com	Finance and Trading	Slice Global Equity
Slingshot	https://www.slingshotapp.io	Project Management
Smarter Drafter	https://smarterdrafter.com	Legal
Solo MCP	https://www.asksolo.ai	Customer Support
Soracom Knowledge	https://developers.soracom.io	Development Tools	official Soracom docs/API portal
Source Library	https://sourcelibrary.org	Research and Academic
SPACInsider	https://www.spacinsider.com	Finance and Trading
SPARK by SILEX	https://www.silex-partners.com/technology	Finance and Trading	SPARK product page on SILEX Partners site
Sponsara	UNVERIFIED	Marketing and Sales	no official domain found in two searches; only LinkedIn/Instagram presence
Spotsnow	https://spotsnow.io	Marketing and Sales
Squad AI	https://meetsquad.ai	Project Management
Stable.com	https://stable.com	Finance and Trading
STACK	https://www.stackct.com	Project Management	construction takeoff/estimating vendor STACK Construction Technologies
StatCite	https://statcite.com	Data and Analytics	domain confirmed via published MCP endpoint statcite.com/mcp
Steadybit	https://steadybit.com	Observability and Monitoring
Stealthium	https://stealthium.io	Observability and Monitoring
Stratws	https://www.siteware.co/stratws-one-strategic-management-software	Project Management	STRATWs One product page on vendor Siteware
Structured Reflection	UNVERIFIED	Productivity	generic name; no vendor page identified, only unrelated open-source reflection/rubber-duck MCPs
subscline	https://subscline.com	Marketing and Sales
Suger	https://www.suger.io	Marketing and Sales
SumIt	UNVERIFIED	Finance and Trading	ambiguous name; no family-office accounting vendor page found in two searches
Supademo	https://supademo.com	Marketing and Sales
Supercut	https://supercut.ai	Productivity
swissrailways	https://www.swissrailways.com	Travel	official SBB/Switzerland Tourism ticket shop
Syncro	https://syncrosecure.com	Customer Support	current Syncro MSP domain (RMM/PSA ticketing and billing)
Synthflow	https://synthflow.ai	AI and ML
table	https://usetable.ai	Productivity	domain per vendor company profile (usetable.ai); AI personal CRM
TableLink	https://tablelink.app	Lifestyle and Local
Talarion	https://talarion.com	AI and ML
TaskLite	https://tasklite.net	Development Tools
Taverity	https://taverity.com	Marketing and Sales
Teamspective	https://teamspective.com	Data and Analytics
Teamwork.com	https://www.teamwork.com	Project Management
TempGuru Event Staffing	https://tempguru.co	Jobs
Tempreon	https://tempreon.com	AI and ML
Textalize MCP	https://textalize.ai	Productivity
Textmagic	https://www.textmagic.com	Communication
Ticketbox.vn	https://ticketbox.vn	Ticketing and Events
Tiendanube	https://www.tiendanube.com	Marketing and Sales	LatAm e-commerce platform; Brazil operates as Nuvemshop
Timeless	https://www.timeless.day	Productivity	formerly timeOS
timr	https://www.timr.com/en	Productivity
TipRanks Financial Data	https://www.tipranks.com	Finance and Trading
Token Terminal	https://tokenterminal.com	Finance and Trading
Torii	https://www.toriihq.com	Cloud and Infrastructure
TotalCtrl	UNVERIFIED	Productivity	only totalctrl.com found = Norwegian food-waste/kitchen inventory vendor; does not match CRM/projects/tickets/surveys description
Trace	https://tracedata.ai	Marketing and Sales
Tracxn	https://tracxn.com	Data and Analytics
Trata	https://www.trata.com	Finance and Trading
Trioteca Hipotecas	https://trioteca.com	Finance and Trading	mortgage calculator at /calculadora
Trustgrid	https://www.trustgrid.io	Cloud and Infrastructure
TUI	https://www.tui.com	Travel	shared-domain; multi-region vendor (tui.co.uk, tuiholidays.ie etc.)
Twelve Data	https://twelvedata.com	Finance and Trading
Twinfield AI Connect, by iWebDevelopment	https://www.iwebdevelopment.com/en/twinfield/ai-mcp-connector	Finance and Trading
TwinMind	https://twinmind.com	Productivity
Two Minute Reports For Marketing Analytics	https://twominutereports.com	Marketing and Sales
Typeform	https://www.typeform.com	Productivity
ualet	https://ualet.com	Finance and Trading	exact name match; Ualet is a Colombian regulated investing/savings app
Unifyr	https://www.unifyr.com	Marketing and Sales
Unstructured Foundation	https://unstructured.io/foundation-early-access	Documents and Files	product-specific page for Foundation (early access); vendor domain is unstructured.io
Upflow MCP	https://upflow.io	Finance and Trading
Userbrain	https://www.userbrain.com	Design and Creative
USLege	https://www.uslege.ai	Government and Nonprofit
Valossa Assistant	https://valossa.com/video-ai-assistant	AI and ML	product page; vendor domain valossa.com is multi-product
Valuecase App	https://www.valuecase.com	Marketing and Sales
ValYou	https://getvalyou.co/claude	Finance and Trading	vendor's own Claude-connector page; root homepage not separately verified
Velvoite	https://www.velvoite.eu	Legal
Vendooly	https://vendooly.com	Marketing and Sales
Vergabe Dashboard	UNVERIFIED	Government and Nonprofit	German public-tender search product; two searches surfaced only other German tender platforms (tender-service.de, vergabe24.de, dtvp.de), none named Vergabe Dashboard
Vertiso Memory	https://memory.vertiso.ai	AI and ML	product URL confirmed in Vertiso Corporation's own launch announcement
Vitally MCP	https://www.vitally.io	Customer Support
Vivid MCP	https://vivid.money/en-eu/business	Finance and Trading	product-specific page for Vivid Business
Vocci	https://vocci.ai	Productivity
VoIP.ms (Unofficial)	https://voip.ms	Communication
Voluum	https://voluum.com	Marketing and Sales
Voris	https://voris.ai	Data and Analytics
Wattwin	https://wattwin.com	Project Management
Weave Fabric	https://weave.cloud	AI and ML
Well	https://wellapp.ai	Finance and Trading
WeTransfer	https://wetransfer.com	Documents and Files
Wherobots Spatial AI Assistant	https://wherobots.com	Data and Analytics
Windmill	https://www.windmill.dev	Automation and Integration
WitCloud	https://witbee.com/witcloud	Data and Analytics
Within	UNVERIFIED	Productivity	Ambiguous name; search returned only unrelated process-mining vendors (Nintex, Celonis, Pointee), no vendor named "Within"
withPICA	https://withpica.com	Entertainment
WoopDrive	https://www.woopdrive.com	Travel
WorkflowMAX	https://workflowmax.com	Project Management
WPJshop	https://www.wpj.cz	CMS and Web Building	shared-domain; WPJshop e-commerce platform by wpj s.r.o., no standalone product homepage found
Xflow	https://www.xflowpay.com	Finance and Trading
Yespark MCP Public	https://www.yespark.fr	Travel
YourBI	https://yourbi.nl	Data and Analytics
YPulse Insights	https://www.ypulse.com	Marketing and Sales
Ysaere	https://ysaere.com	Finance and Trading
Yuno	https://y.uno	Finance and Trading
ZenHR	https://www.zenhr.com	Productivity
Zentrik	https://zentrik.ai	Project Management
Zight MCP	https://zight.com	Productivity
ZMAXINC	https://www.zmaxinc.com	Customer Support
Zoho Show	https://www.zoho.com/show	Documents and Files
Zoie	https://zoie.ai	Marketing and Sales
Zoom Revenue Accelerator Connector	https://www.zoom.com/en/products/conversation-intelligence	Marketing and Sales
ZTR — Temporal Registry	https://temporalregistry.com	Legal	Domain sourced from vendor (Zorthex) announcement post, not a fetched vendor page
ラッコキーワード	https://rakkokeyword.com	SEO and Web
