Domainee	New Community	Manage custom domains, SSL, and DNS from a conversation: connect customer domains, verify records, and run diagnostics like WHOIS, SSL checks, and DNS lookups on any domain.
Mergr	Community	PE & M&A data — search 4k+ PE firms, 224k+ companies, and 223k+ deals. Ownership histories, buyer matching, advisor league tables — clear, current private-market data.
DingDuff	Interactive Community	Free legal research tool built by attorneys for attorneys; connects Claude to US legal authority (statutes, rules of procedure, case law, court filings), plus a citation-verification system.
Amass Connector	Community	Life sciences intelligence, unified — publications, trials, drugs, genes, regulatory approvals, and patents in one cross-linked connector
Gorgias MCP	New Community	Audit, improve, and act on your Gorgias helpdesk
Peerbound	New Community	Turn customer proof into revenue. Search Peerbound's customer stories, moments, and reviews, then match the right proof to the right account without leaving the conversation.
CData Connect AI	(none)	Managed MCP platform for 350 sources
Jockey by TwelveLabs	Interactive Community	Understand, search, and connect your entire video and photo library
TimeChimp	New Community	Insight into your organisation
CarlyEmail	New Community	Real email inboxes your agent can send, receive, search, and reply from.
Memories.ai	Community	Search, recall & analyze your video memories
AgentMail	(none)	Email inboxes for AI agents
AMZ Vault	New Community	Connect Amazon Seller Central and Amazon Advertising to Claude. True profit after every fee, full Sponsored Products/Brands/Display management, and every change staged for your approval.
Helium 10	(none)	Access your Helium 10 data directly in Claude
AppSkyline	Interactive Community	Track App Store, Google Play and Microsoft Store rankings
JETNET	New Community	Explore the JETNET aviation data in natural language.
BEEM	New Interactive Community	Browse, query, and analyze your BEEM data
FlowAccount	Community	Ask Claude about your FlowAccount data to understand your accounting and business faster.
Moz Data	Community	Access Moz SEO data via MCP: site metrics, links, keywords, rankings, and more.
Shipt	New Interactive Community	Groceries and more, delivered same-day from your favorite local stores.
Sequentum MCP	Community	Turn the web into AI-ready enterprise data
Zeck MCP	Community	Connect your Zeck.app user with Claude
AutoDS — Dropshipping Product Research & Store Automation	Community	Find winning products and automate your stores
EULER	(none)	Manage your partner program and access your Partner Data Lake with Claude.
MemoryPlugin	New Community	One shared, permanent memory for every AI you use
Mentionlytics	Community	Analyze social listening data
Jusratio	New Interactive Community	Ground Claude in Brazilian case law and legislation
Unabyss	Community	Shared memory for every AI tool you use.
Reprise	New Community	Build product tours & live sales demos
Balsamiq	New Interactive Community	Build better products with Balsamiq
Billit	New Community	Access your Billit invoices, customers, and suppliers, and check if companies can receive e-invoices via Peppol.
Massive	Community	Real-time and historical stock market data, options data, indices, ETFs, futures, forex, and crypto. Trades, quotes, aggregates, and more from Massive's financial data API.
BasicOps	Community	Manage BasicOps projects, tasks, notes, messages, files, and time tracking — create, update, and query your workspace directly from Claude.
GLG	Community	Expert intelligence, instantly in your workflow
Floot	Interactive	Build and host full-stack apps using your own Claude subscription.
Pepita	Community	Build, edit, and publish your website — pages, forms, and content like blog posts, recipes or products from Claude.
Sensor Tower	Community	All your mobile app and advertising data in one easy interface
Inflection.io	New Community	Create and update campaign assets, automate workflows, run analytics reports, and dispatch specialist agents in your Inflection tenant
Skillsail	Interactive Community	Build and edit eLearning modules with AI
Quo	(none)	Surface call insights and missed opportunities
SubImage	Community	Triage findings, investigate CVEs and attack paths, and query your cloud security graph across AWS, GCP, Azure, GitHub, and SaaS, in plain language.
GC AI	Community	Bring your legal knowledge base into Claude. Ask grounded legal questions, run document-review playbooks, and manage the files, projects, and skills your team already uses in GC AI.
Cognito Forms	(none)	Create forms, analyze submissions, and download files
Userback	New Community	Collect, understand, and act on customer feedback
Meko	New Community	Shared context for agents that work and learn together.
lemlist	Community	AI agents find signals, enrich leads, enable outreach
Wistia	Community	Video hosting, captions, channels, and analytics
Brevo	(none)	Analyze campaigns, know your audience and create drafts
ZeroBounce	Community	Validate your emails instantly
Lawve AI	(none)	Discover expert-written skills for legal work
Capacities	New Community	Access personal knowledge
Faces App	Community	Create, edit, and publish slide-deck presentations right inside Claude.
DocNexus Advanced Search MCP	Community	Search US providers, orgs & claims-based market data
Tella	New Community	Edit, polish, and publish your Tella videos by chatting with Claude.
Shippo	(none)	Multi-carrier shipping, from a single package to high volume: compare live rates across USPS, UPS, FedEx, DHL, and 40+ carriers, then buy labels, validate addresses, and track packages.
Dynamo	Community	Connect Claude to your investment data, all in one place.
Light	(none)	Work with your Light finance data in Claude
Gainsight (CS)	(none)	Query, write back and automate with real-time CS data
BullrunData Market Intelligence	Community	Recession probability, sector rotation, macro data
Tool4seller	Community	Connect Claude to your Amazon seller data for sales, profit, inventory, advertising, traffic, reviews, and FBA inbound insights.
WyberAi	Community	Build & publish apps from Claude
CiteLaw	Community	Legal research and firm management: verify citations, and search case law, statutes, regs & court rules
FUGO SHARE TO SCREEN	New Community	Share your data and messages on your office TVs
AMARI	Community	Legal verification for AI-drafted documents
Synthesize Bio	(none)	Generate gene expression from a virtual human
Emergent	Community	Build and ship full-stack apps
Intelligems	New Community	Create, manage, and analyze Shopify A/B tests
Simple Product	New Community	The product brain for AI first builders. Give Claude access to your customer and product context to build better products.
Yardi Virtuoso	(none)	Real-time Yardi data & insights
SVGator	Community	Create, edit, and export SVGator animations
Tubular	New Community	Social video & creator analytics for Claude
Checkatrade	(none)	Find trusted local tradespeople and book fixed-price jobs — without leaving Claude.
Ace Work	Community	Document how work actually happens. Capture workflows by talking to Claude, run your SOPs step by step, and log where reality differs.
Scribe Mail	New Interactive Community	Email signature management: create, edit and deploy signatures company-wide. Get brand consistency. Turn every click into measurable revenue.
MyRace AI	New Interactive Community	Race results, performance insights and analytics inside Claude.
mcpMyAdmin	Community	Query databases from Claude, on any device
Hatchable	New Community	Hosting for websites and apps you build with Claude. Describe what you want and Claude builds it on Hatchable, puts it online, and gives you a live link.
Inflearn	Community	Turn your Inflearn courses into an AI study partner: semantically search lecture content, review curriculum, track your progress, and get instructor-style tutoring, right inside Claude.
MYOB	New Community	Understand your MYOB business finances with Claude.
PuraFi Expenses	New Interactive Community	Turn receipts and drives into finished expense reports in chat — IRS-rate mileage, PDF/Excel/QuickBooks exports, one-click manager approval, and reimbursement tracking
Brandfetch	(none)	Make everything Claude creates on-brand
Triple Whale	Community	Analyze your real-time data across every channel
DealKeep	New Community	Ask your AI what lifetime deals you own.
Starbuzz for Claude	New Community	Vet influencers without leaving Claude — engagement rates and creator insights for any public Instagram or YouTube profile instantly.
Unstructured Transform	Community	Turn any document into AI-ready structured data
GuideCompare	Community	Search & compare tours, activities and experiences
Real-Time LCA MCP	New Interactive Community	Edit full building LCA, Find EPDs, optimize design
NeoSapien	Community	Your Personal AI Assistant
EVRoutes	Interactive Community	Plan EV road trips, find chargers, check real range.
Whatagraph	New Community	Query your cross-channel marketing data from 60+ sources — Google Ads, Meta, GA4, Shopify, and more — using natural language. Same governed data as your Whatagraph reports.
Jenner Analytics	New Community	Run and validate SAS programs against your datasets, and get a verifiable audit record for every execution.
Outtake	New Community	Enable digital trust - takedowns and threat intel
Lead Recorder	New Community	See where every lead actually came from. Ask Claude about your leads, sources and client reports without opening a dashboard.
Onepage	Community	Build and edit Onepage websites with Claude.
Riido	New Community	Turn Riido projects, tasks, and backlogs into actionable context for Claude.
Dincer Logistics	New Community	Search Dincer Logistics data securely
Skailer	Community	Skailer HRM
Quire	New Community	Create, organize, and track Quire projects and tasks directly from Claude.
Alma	beta	Your nutrition data, inside every Claude conversation.
COROS	Community	Workout data insights
Sacra	New Community	Research & data on growth & pre-IPO startups
Ask Soma - Astrology	Community	Get Vedic astrology insights from your birth chart
Upfluence	Community	Bring Upfluence into Claude to find creators, analyze audience demographics, and surface brand partnerships across Instagram, TikTok, YouTube, and more, for your next campaign.
Appbot App Reviews	New Community	Analyse your iOS and Google Play app reviews in Claude. Appbot brings customer app feedback intelligence (sentiment, topics, feature requests, ratings, review metadata) to AI tools.
MFIT Personal	New Community	Manage clients, workouts and evaluations with Claude
Qonto	(none)	Manage your Qonto business finances from Claude
World Office Cloud	New Community	Tu contabilidad, en conversación.
Mary	Interactive	Organise, extract, draft, and verify the facts of your matter
SEO Expert: Digital Darts	New Community	Shopify SEO from Claude: audit your store, fix meta tags and image alt text, repair broken links with redirects, and track Google Search performance and backlinks. Changes apply instantly.
Varify MCP	Community	Manage your A/B testing experiments directly from Claude
Introw PRM	New Community	Run your partner program from Claude. Introw is #1 Agentic Partner Management Platform. The first PRM that meets your partners where they already are.  More adoption. More revenue. Zero friction.
Mojo — Pocket Capture	Community	Talk to your leads, funnel, and capture setup
Opinly	Community	Competitive intelligence, SEO research, AI-search visibility, and blog content management for your company — accessed directly through your assistant.
TravExp	Interactive Community	Create rich, interactive travel itineraries
DNS Inspector	New Interactive Community	Look up DNS records instantly
Tiller	(none)	Connect to your transactions in your Tiller spreadsheet
Mem0	(none)	Persistent memory for AI agents & assistants
Croft	New Community	Host and share the apps you build with AI.
Manifestly	New Community	Connect to Manifestly to run recurring workflows, assign steps, and track accountability across your team.
Revelio Labs Internal	New Community	Revelio Labs Internal MCP Connector
Roboflow	(none)	Build, search, and run computer vision with Roboflow
Front	Community	Triage, reply, and analyze your conversation data
ServiceM8	Interactive Community	Automate your trade business
Metorik	New Community	Real-time analytics for your Shopify or WooCommerce store - sales, profit, costs, customers, and forecasts. Ask anything, get real answers from your real data.
Smacient	New Community	Marketing data and competitive intelligence - analytics, ads, social, marketplaces, and app stores - straight into Claude.
VIZBL	New Community	Turn 3D model files into shareable AR experiences - import models into Vizbl, track conversion, and manage them.
Stocktwits	New Interactive Community	Real-time market sentiment and investor conversations
Wisesheets	New Community	Standardized income statements, balance sheets, cash flow, and financial metrics for US stocks, sourced from SEC filings and built so every number can be traced back to XBRL.
マネーフォワード クラウド会計	Community	マネーフォワード クラウド会計と接続し、事業者情報・勘定科目・仕訳・取引先・部門などの会計データを取得したり、仕訳や取引先の作成・更新をすることが可能です。試算表・推移表（貸借対照表/損益計算書)の取得にも対応し、日次の経理業務や財務分析を自然言語で行えます。
カーリル for AI	Community	日本全国約7,400館の図書館蔵書をAIに統合する
6sense	Community	Get 6sense Insights
Abacum.ai	Community	Your business data, one question away. Get live actuals, plans and forecasts from Abacum without leaving Claude.
Aboard	Community	Connect Claude to Aboard to look up colleagues, schedule meetings, manage tasks, request time off, and run reviews right from the conversation.
Acoustic	Community	The performance edge for your marketing data - right in Claude.
Acquirepad Real Estate Intelligence	Community	CRE deal intelligence for investment teams
ADITUS Evo	Community	ADITUS Evo translates the complexity of modern events into clear insights and makes data-driven decisions easier than ever.
Adology	New Community	Competitive ad intelligence for marketers. Pull any brand's ad creative, hooks, and spend patterns across Meta, TikTok, YouTube, and more, right inside Claude.
adplane	New Community	Google Ads reporting and campaign management
AdShields	Community	Creative operations hub: a library of videos and VSLs where your team writes scripts, comments by passage, versions, approves, and pushes to your ad platform — all in natural language.
Adzviser	New Community	Talk to your marketing and sales data intuitively
Aerion	Community	Inspect and act on your Aerion projects, time tracking, staffing, and approvals - straight from Claude.
AFAS AI Connect, by iWebDevelopment	Community	Your AFAS administration, now on speaking terms with your AI assistant
Affirmed AI	New Community	AI-powered vulnerability management for Claude — query security findings, browse your endpoint inventory, and import scan files.
AfterShip Post-Purchase	Community	Track shipments and returns with AfterShip context
Agensi	Community	Search, discover, and install AI agent skills
AgentContext	Community	Give AI agents comprehensive context from across your data stack
Agility CMS	Community	AI pipelines for developers and marketers. Model content, author pages, publish updates, and manage media across multiple Agility CMS instances through natural language.
Ai for Work	Community	Search across silos. Automate workflows. Orchestrate AI agents.
AI Passport	Community	Portable memory you control across your AI apps
AIOProductOS	Interactive Community	AIOProductOS is a product operating system that joins customer feedback, revenue, work, and code on one customer record.
Aiven MCP	Community	Provision PostgreSQL, manage Apache Kafka, and deploy apps on Aiven - straight from your AI assistant
Aniva	Interactive Community	Your biomarkers, biological age, and action plan
Ansvar AI	Community	Gap analyses, DPIAs, threat models and TARAs across NIS2, DORA, GDPR, the EU AI Act and CRA — every claim cited to verified law, licensed ISO clauses and live CVE data. EU-hosted, free to start.
Apaleo	Community	Manage reservations, properties, rateplans and more directly in Claude
Apartmentiq	Community	ApartmentIQ integrates daily data on 40M units into powerful tools for market surveys, market research, and revenue management.
Aphex	New Community	Connect your AI tool to your construction delivery data in Aphex — ask questions and draft reports grounded in the live site record.
API Lessons	Community	Find API and MCP training
AppDeploy	Interactive Community	Publish real apps from Claude
Arkar	Community	Read-only access to your Brazilian investment fund data (registry, structure, regulatory obligations) inside Claude.
Arkon Vault	Community	Keep every AI on the same project, vision, and next step.
Articulate	Interactive	Build interactive training right from Claude
Artist Growth	Interactive Community	Music Ops Built for AI
Astravue App	New Interactive Community	Manage projects, tasks, and team workload in one place
Athena Information	Community	AI-powered market intelligence from global news sources
AutoMotion	Community	Car Maintenance & Repair
AUTONOMAD	Community	Book real flights, hotels, activities & events
AutoRFP.ai	(none)	Search your RFP content library, check live project status, and draft with approved answers in Claude.
Avoma	Community	Get meeting insights from your Avoma workspace and power workflows.
Avvoka	Community	Generate documents from your Avvoka templates
AWeber	New Interactive Community	Manage your email marketing from Claude. Write newsletters, add and update subscribers, search your lists, and pull engagement performance stats without leaving the conversation.
Azava	Community	Automations over your tools, built by asking Claude.
Badger Maps (Advanced)	Community	Badger Maps is the #1 field sales platform
Badger Maps (Standard)	New Community	Badger Maps is the #1 field sales platform
BankSync	Community	Connect your bank, brokerage, and credit accounts to query balances, transactions, holdings, and trades and build live financial dashboards in chat.
Bauta	Community	Turn what Claude builds into a live link in seconds
BIA Edge	Community	U.S. immigration law research: 470,000+ BIA, AAO, and federal decisions, INA/CFR, USCIS policy, and case-validity checking.
BidPrime	New Community	Access your BidPrime leads
Bigmind	Community	Turn meetings, CRM, pipeline, and company knowledge into answers and actions in Claude.
BirdyChat	Community	Let your AI read your inbox and act on it
Bitrefill	Community	Gift cards, mobile top-ups, and eSIMs from thousands of brands in 180+ countries. Send a gift everywhere in the world, top up family back home, or skip foreign card fees.
Black Duck Security Scanner	(none)	AI-powered security vulnerability scanning via Black Duck Signal.
Bloom Profit Analytics	Community	Track Ecommerce profit, sales, and marketing attribution across your stores.
Boomerang	Community	Run your Boomerang digital loyalty program from Claude — issue and update cards, manage customers, build reward templates, and automate campaigns in plain language.
Brandi AI	Community	Get your AI Visibility metrics from Brandi AI
Buddy Punch	Community	Track time, manage employee punches, schedules, and PTO in Buddy Punch — directly from Claude.
Buildfire	Community	Manage your Buildfire apps from Claude — users, analytics, push notifications, and more.
byrdAI	Community	E-Commerce Fulfillment Across Europe That Fuels Your Growth
Cala	Community	Verified facts for agents that need reliable data. Typed and connected in one external graph.
Calendesk - Appointment scheduling software	Community	Check the calendar, book clients, and pull revenue reports from your Calendesk account.
Carbon Voice	Community	Turn voice memos and conversations into searchable knowledge
CardoAI ABF MCP	Community	Query asset-backed finance portfolio analytics and stratification data across your authorized CardoAI securitization transactions.
Casepoint	Community	Plain-language answers from your eDiscovery, Legal Hold, and FOIA data in Casepoint.
Cashfeed	Community	Pay, book and review your invoices — straight from Claude.
Catalyst by Zoho	(none)	Build, deploy and host apps.
Catchr MCP	Community	Turn marketing data into actionable insights
CE Cosmos Deep Dive	Community	Near-real-time consumer spend data from millions of US cards. Track brand performance, benchmark competitors, and spot inflections.
CE Cosmos Signal	Community	Near-real-time consumer spend data from millions of US cards. Track brand performance, benchmark competitors, and spot inflections.
Celigo	(none)	Build and manage automations across hundreds of apps
CertScore.ai	Community	GDPR/ePrivacy risk-signal scanning for public websites — detect cookies and trackers set before consent, identify vendors, and get plain-language explanations.
Checkin	Community	Access your event and attendee data from Checkin.
CISOGenie	Community	AI-powered Risk-Led Security Management Platform for SOC 2, ISO 27001, DPDPA, RBI CSF, and more.
Civic Marketplace	New Community	Search contracts, find suppliers, and manage procurement workflows in Civic Marketplace.
Civitatis	Interactive	Search, plan, and book tours and activities worldwide with Civitatis.
ClickFunnels	Community	Connect Claude to ClickFunnels to view, create, and update your funnels, contacts, courses, and store data.
Clockwork	New Community	Monitor your investment portfolio in Claude: holdings, transactions, documents, and performance
Closai	Community	Everything you own in one place (and connect with Claude)
Cloverleaf	Community	Bring Cloverleaf's personality insights into Claude to understand how you and your colleagues work together, and get coaching grounded in real assessment data, not generic advice.
Coconut Context	Community	The shared, living context layer for your AI. Coconut Context gives humans and agents one versioned source of truth in markdown, readable and writable across every Claude surface via MCP.
Coevera	Community	Work with your Coevera CRM data
Coffee & Contracts	Community	Marketing planning and analytics for real estate agents
Collation MCP Server	Community	Investment data, dashboards, and performance analytics on demand, linked to your own Data Warehouse
Commercient Data Lake \ Data Hub	Community	Connect to the Commercient Data Lake to query, export and manage your ERP business data directly in Claude. Supports SQL reads, record CRUD, document search, aggregates and time travel auditing.
Common Paper	New Community	Create, send, negotiate, sign, track contracts
Companion.energy	Community	The platform for power pioneers
Company Registry Lookup	New Community	Search 521M+ legal entities across 310 jurisdictions
Comscore	Community	Query Comscore's cross-platform audience measurement - digital and linear.
Conductor MCP	New Community	Analyze your brand presence and sentiment in AI
Conduit	Community	Query and manage your Conduit hospitality workspace from Claude: contacts, conversations, reservations, calls, tickets, AI agents, and knowledge base.
Connect The Dots	Community	Get a warm intro to anyone, right where you work.
ConoHa VPS	Community	ConoHaのVPSを、Claudeとの会話だけで日本語で操作。サーバーの作成・起動・停止やセキュリティ設定などをおまかせできます。
Context Switcher	Community	Context Switcher helps Claude reframe complex problems by swapping between predefined perspectives, criteria sets, and decision contexts on demand.
ContextSMS MCP	Community	Send and read SMS from your ContextSMS business lines in Claude.
Contractors Cloud	Community	Search customers, manage projects and tasks, run your reports, and get product help — all from a conversation with Claude.
Controlle	Community	Gestão financeira completa: contas, transações, cartões, DRE e fluxo de caixa direto no chat.
Convoke	Community	Global biopharma drug pipeline and catalyst database
Cortena FinOps	Community	Cortena FinOps - Payables, approvals & insights in Claude
Country Club for Business	Community	Run your Country Club sponsorship pipeline — opportunities, target accounts, and people — from Claude.
Courrt	Community	Search Indian Supreme Court & High Court judgments
Coverbase	New Community	Query and manage your third-party risk, security, and procurement program: vendors, assessments, findings, contracts, obligations, and subprocessor exposure, straight from your AI assistant.
Craft.io	(none)	Manage your end-to-end product lifecycle - backlog, PRDs, customer feedback, roadmaps, and strategic OKRs - with Claude connected directly to your Craft.io data.
Credits.fm	Community	Music credits for agents — ISRC, ISWC, IPI, ISNI, UPC.
Crisphive	Community	Agentic AI scheduling infrastructure for field service teams. Match crews to jobs by location, skills, and availability - with sub-3-second cascade rescheduling.
Cryotos	New Community	Cryotos CMMS SAAS application MCP
CurrencyGuard	Community	FX protection for SMEs — pricing, rates, history
D-Tools Cloud	Community	Ask D-Tools Cloud about your pipeline, projects, clients, and account data.
Daily Command	Community	Daily Command continuously observes your brands, campaigns, budgets, and market signals - then recommends, routes approval, executes, and measures the next best move.
das Programm	Community	So mobil wie das Handwerk und so intelligent wie Claude
Databox	New Interactive Community	Query and analyze your Databox data
Datalastic	Community	Track vessels and access live and historical maritime data, including positions, ship details, ownership, ports, inspections, companies, engines, and sea routes and more.
Dataslayer mcp	Community	Connect data from all your data sources to analyze it with Claude.
Decube	Community	Data Context for Governance Team
DeepJudge	Community	Transform institutional knowledge into actionable, governed intelligence
Descope for Claude	New Community	Add auth to your apps and MCP servers
DirectCase Legal Search	Community	Legal research with verified citations. You ask, and AI finds relevant laws and court decisions of national and European law, adding a verifiable source to every claim.
DocCheck Flexikon	Community	Zugriff auf medizinische Fachartikel aus dem DocCheck Flexikon.
Docfarm	New Community	Host, share, track and collaborate on anything you build with AI
DocketBird	Community	Legal research across 283M federal court filings — and the litigation relationships between the firms, attorneys, parties, and judges behind them Description:
Domino's India	(none)	Discover, customise, and order your favourite Domino's meals—all without leaving the conversation.
Domus	New Community	Homeowner's AI — view and update your home's appliances, warranties, documents, and maintenance, right from Claude.
DOST	Community	Complex finance tasks, done in plain English
Dover	Community	Manage hiring on Dover
Dovetail Regulatory	Community	Regulatory and quality management for medical device companies.
draw.io	Interactive Community	Create diagrams in chat, edit them in draw.io
Dreamdata	Community	Access Dreamdata marketing analytics, customer journeys, and audiences
Driggsby	Community	Your financial accounts, securely connected to Claude
Drivepoint	Community	Work with Drivepoint data, reports & models in Claude
Druva MCP	Community	The Druva Model Context Protocol (MCP) server acts as a secure gateway that connects compatible AI agents to the Druva Cloud using your existing account permissions
ecoExperten Energieausweis	Community	Order official German energy performance certificates (Energieausweis) directly from chat — €59, delivered in 1–2 business days.
Elfcare	Community	Explore your Elfcare test results
Endlss	Community	Run your Brand's Ambassador program from inside Claude.
Epicure	Community	Computational flavour intelligence for culinary agents
Evaneos	Interactive Community	Find travel destinations
Eventrise	Community	Eventrise is a ticketing platform for independent venues and event organizers, sell tickets, manage events, seating, and check-in, with an AI-native copilot and open API to help organizers sell more.
Everly for Vendors	Community	AI Business Manager for Wedding Vendors
Exact Online AI Connect, by iWebDevelopment	Community	Connect Exact Online to your AI assistant for live financial insight and hands-on actions.
Exaforce	Community	The ExaForce MCP connector lets Claude query your ExaForce security operations data directly. Ask about alerts, investigations, audit logs, and configuration from inside a Claude conversation.
Exchange Server by Postgate AI	Community	MCP for on-premises Microsoft Exchange Server SE, 2019, 2016 and hybrid - mail, calendar, contacts and tasks with per-user Exchange permissions.
ExpenseBot	Community	AI expense tracker — Gmail receipts + reports
Expensify	Community	Search and analyze your Expensify data
Ezoic Analytics	Community	Ask about your Ezoic sites' traffic, ad, video, and revenue analytics
Ezoic Setup	Community	AI assistant that guides publishers through Ezoic ad integration with working, copyable setup code.
Feedier	Community	Get clear and reliable Customer Insights from feedback with AI
FGO.ro	Community	Authorized access to FGO company and invoice data
Fingerprint	Community	Fraud prevention through device intelligence. Query identification events and manage your Fingerprint workspace to detect bots, account takeovers, and suspicious activity.
Finhay	Community	Track Vietnam markets & stock portfolio in real time
Firmenbuch	Community	Das österreichisches Firmenbuch für KI-Agenten – Stammdaten, Bilanzen & Kennzahlen
Flaim Fantasy	Community	Analyze your fantasy teams with your actual league data
Fleks Workforce Management	Community	Access and manage workforce planning, scheduling, recruitment, and operational data directly from Fleks.
Flockjay	Community	Access and act on your Flockjay data in Claude
FlowGuideAI Assisted Documentation	Community	Generate HR, SOC 2, IT, legal docs from workflows
Flowla	New Community	Create and manage sales rooms with AI
Folloze	Community	Build personalized B2B account experiences and campaigns with Claude, then let Folloze deploy, host, and capture the signal.
FormEdge	Community	Create, publish, and manage forms & landing pages
FormHug AI	Interactive Community	Create forms, surveys, quizzes, and registrations with Claude
Four/Four	Community	Four/Four transforms conversations into actionable insights using AI-powered analysis.
FRAMEN	Community	Book, launch, and manage digital out-of-home ad campaigns across FRAMEN's global screen network - straight from chat
FreqBlog Music Metadata	Community	BPM, key & audio features for real tracks
Freshdi	Community	Search, source, and sell across Freshdi's global B2B marketplace
Futrumi	Community	Czech expert tips on restaurants, cafés, bars
Geekbot	New Community	Run standups and polls
Gentek Reg Agent	Community	Regulatory reporting intelligence across global regimes, grounded in official source material.
Get My eSIM	Interactive Community	Compare travel eSIMs for your next trip
GetAccept	Community	Your digital sales rooms, connected — query deals, documents, contacts, and buyer engagement in GetAccept.
GIS Cloud	Interactive Community	Run your entire GIS workflow in plain language: maps, data, analysis, field apps, and reports
GitBook MCP	Community	Create, edit, and manage your GitBook documentation directly from your AI agent.
Givebutter	Community	Manage your fundraising
GoodTime	Community	Connect Claude to GoodTime to view interviews, candidates, and interviewer tags — bring your interview scheduling data into any conversation.
Govly	Community	The AI platform that helps you win more government business
Grammaropolis	Community	Character-led grammar and writing lessons for grades 1-8, straight from the Grammaropolis catalog.
GrapesJS Studio	Interactive Community	Create beautiful websites and emails with AI
Great Arrow Digital	Community	One shared memory for every AI you use
Grip Event Organiser	Community	Grip Event Organiser MCP connects Claude directly to your live event platform data so you can take action quickly.
GuideBeam	Community	Career guidance grounded in your GuideBeam profile
Haloo Trademark Clearance	Community	Full trademark clearance search, direct in Claude.
HANKOOKILBO MCP	Community	한국일보의 주요 뉴스, 섹션별 기사, 기사 검색, 운세 정보 메타데이터를 제공하는 MCP 서버입니다.
Happening Events Milwaukee	Community	Find events in Milwaukee
HappyScribe	Community	AI notetaker and conversational memory for 150+ languages. Every meeting, interview, and recording your team has, verbatim and speaker-attributed, accessible to Claude.
Hello Retail	Community	Ecommerce search, recoms, Product Agents, and more
Hero by Vivun	Community	Bring your AI sales teammate's memory into Claude — search calls, meetings, deal research, and notes from Hero without copying between apps.
Hgraph	Community	Live blockchain data for AI. Query any supported network with GraphQL, SQL, and JSON-RPC through one connector.
Hi Energy	Interactive Community	Affiliate discovery, deals, contacts, and reporting from Hi Energy.
Hindsight	Community	Deal Intelligence for Memory Enterprise GTM Agents
HitPay	Community	Access your HitPay business data from Claude: sales analytics, transactions, payouts, and balances, plus create payment links and invoices.
Hitsteps Web Analytics	Community	AI access to Hitsteps analytics, live visitors, uptime, goals, alerts, and chats
Hjarni notes	New Community	Your notes, your AI's memory.
HoneyBook	Community	Run your HoneyBook business from Claude. Check on projects, clients, invoices, and messages, and get things done without opening the app.
HYPD AI Ads	Community	Your PPC Co-Pilot in Claude: audit Google Ads and Meta Ads, find wasted spend, check Merchant Center feeds, analyze GA4 funnels, research keywords, and see competitor ads and creatives.
IBI SMART	Community	Analyze and track your US and Israeli portfolios
Iceflower	New Community	Real world market insights about your customers and competitors
Ideals	Community	Search, manage, and update your Ideals project from Claude
Infobip Documentation	Community	Search and browse Infobip docs from Claude
Infollion	Community	Describe the expertise you need in plain language and connect with a curated expert from Infollion's global network.
InfStones Blockchain Intelligence	Community	On-chain intelligence
Intelas	Community	Access your Intelas data from Claude
Interfy	Community	Manage your BPM tasks, documents & e-signatures from the Interfy Platform
Interior Company	Community	Design Your Home With Ai
It's Complicated — Therapist Directory	Community	Find a therapist who fits — search thousands of verified independent therapists, counsellors, and coaches by language, location, speciality, approach, and price. Online or in person.
JamBase	New Interactive Community	Go See Live Music!
Jiminny	Community	Your Jiminny data, ready to use in every AI conversation
Joan AI (Joan Workplace management Agent)	Community	The missing link between AI and your workplace - book desks/rooms, manage visitors & organise your workplace.
JobTread	Community	Manage your JobTread construction business — jobs, estimates, schedules, customers, vendors, and more.
JupiterOne	(none)	Ask questions about your JupiterOne agentic security and it asset graph and manage alerts, rules, and dashboards — in natural language.
JusticeNow Library	Community	Jurisprudencia y legislación chilena (Corte Suprema, Cortes de Apelaciones, tribunales y BCN), citada con su fuente dentro de Claude.
KANNA	Community	KANNAの様々なデータに接続し、Claude経由でデータを登録・編集したり、分析したりすることができるようになります。
Kantata OX Expertise Engine	New Community	Kantata connects scoping, resourcing, and forecasting so professional services teams deliver consistent, profitable projects — and always deliver amazing.
Karumi	Community	Operate your Karumi AI demo platform from Claude — explore prospect sessions, manage demos, and pull leads and analytics.
Kavara Kirk	Community	Structural change detection on raw, unlabeled data. CPU-only. No training.
Kayse for Claude	Community	Kayse is the Client Relationship AI for Plaintiff Firms. In Claude, build live dashboards that show which cases make money, win back ghost clients, and answer new leads fast.
Kernel	Community	Cloud browsers for web automation and AI agents
KEY ESG (Private Equity)	New Community	Query your portfolio ESG data, metrics and reporting
KEY ESG (Standalone)	New Community	Query your ESG data, metrics and reporting
Keynodex Memory	Community	Personal durable memory, portable across AIs.
Keyword Tool Pro	Community	Pro keyword research in Claude: 100% accurate search volume, competition & trends on every keyword from Google & Bing, plus competitor analysis and bulk volume for up to 1,000 keywords at once.
Kick	Community	Manage accounting and reporting with agents
Klubbrabatten	Interactive Community	Find live local discounts, branded coupons and potential savings across Sweden.
Komplyt Zero	Community	Stop briefing and start working.
Laki.ai	Interactive Community	Full AI legal research inside Claude.ai (Finland)
Lanlan	Community	Your website, live in minutes, with no page builder to learn. Tell Claude what you do. Lanlan builds it, hosts it, and puts it on your own domain. Then you change it by asking, even a year from now.
Latchel MCP	Community	Manage work orders, tasks, and property lookups in Latchel — right from your AI assistant
